train_loss,train_regret_full,train_accuracy,validation_loss,validation_regret_full,validation_accuracy,test_loss,test_regret_full,test_accuracy,subepoch,time,validation_relaxation,hyperparams,capacity,total_time
67705.375,639.6022491455078,0.8107261473429952,53608.19921875,530.3513107299805,,71414.0859375,672.6090240478516,0.8000235404896422,25,0.42497849464416504,True,"{'lr': 0.01, 'momentum': 0.1}",30,1069.0903441905975
66046.3984375,639.6022491455078,0.810612922705314,52275.4375,530.3513107299805,,69796.90625,672.6090240478516,0.8000235404896422,26,0.4318065643310547,True,"{'lr': 0.01, 'momentum': 0.1}",30,1069.0903441905975
64463.80078125,639.6022491455078,0.8104996980676329,50998.2734375,530.3513107299805,,68249.6796875,672.6090240478516,0.7999058380414312,27,0.4424598217010498,True,"{'lr': 0.01, 'momentum': 0.1}",30,1069.0903441905975
62953.9765625,639.6022491455078,0.8104242149758454,49774.34375,530.3513107299805,,66769.3046875,672.6090240478516,0.7995527306967984,28,0.4580192565917969,True,"{'lr': 0.01, 'momentum': 0.1}",30,1069.0903441905975
61513.50390625,639.6022491455078,0.8103864734299517,48601.37109375,530.3513107299805,,65352.8359375,672.6090240478516,0.7989642184557438,29,0.4768497943878174,True,"{'lr': 0.01, 'momentum': 0.1}",30,1069.0903441905975
60139.1328125,643.0432739257812,0.8102732487922706,47477.19921875,530.3513107299805,,63997.44921875,672.6090240478516,0.7989642184557438,30,0.49914979934692383,True,"{'lr': 0.01, 'momentum': 0.1}",30,1069.0903441905975
58827.75,643.0432739257812,0.8101977657004831,46399.7421875,530.3513107299805,,62700.4453125,672.6090240478516,0.798728813559322,31,0.5255115032196045,True,"{'lr': 0.01, 'momentum': 0.1}",30,1069.0903441905975
57576.4140625,643.0432739257812,0.8101977657004831,45367.02734375,530.3513107299805,,61459.26171875,672.6090240478516,0.798728813559322,32,0.5323774814605713,True,"{'lr': 0.01, 'momentum': 0.1}",30,1069.0903441905975
56382.3125,643.0432739257812,0.8101222826086957,44377.1484375,530.3513107299805,,60271.44140625,672.6090240478516,0.7986111111111112,33,0.5392482280731201,True,"{'lr': 0.01, 'momentum': 0.1}",30,1069.0903441905975
55242.77734375,643.0432739257812,0.8100090579710145,43428.3046875,530.3513107299805,,59134.63671875,672.6090240478516,0.7984934086629002,34,0.550161600112915,True,"{'lr': 0.01, 'momentum': 0.1}",30,1069.0903441905975
54155.26171875,643.0432739257812,0.8100090579710145,42518.75390625,530.3513107299805,,58046.6171875,672.6090240478516,0.7984934086629002,35,0.5572612285614014,True,"{'lr': 0.01, 'momentum': 0.1}",30,1069.0903441905975
53117.34375,648.4699172973633,0.8098958333333334,41646.8359375,530.3513107299805,,57005.23828125,672.6090240478516,0.7984934086629002,36,0.5656330585479736,True,"{'lr': 0.01, 'momentum': 0.1}",30,1069.0903441905975
52126.72265625,654.6207160949707,0.8097448671497585,40810.97265625,530.3513107299805,,56008.4609375,672.6090240478516,0.7983757062146892,37,0.5924277305603027,True,"{'lr': 0.01, 'momentum': 0.1}",30,1069.0903441905975
51181.19140625,654.6207160949707,0.8097071256038647,40009.6328125,530.3513107299805,,55054.33203125,672.6090240478516,0.7983757062146892,38,0.6019418239593506,True,"{'lr': 0.01, 'momentum': 0.1}",30,1069.0903441905975
50278.66796875,654.6207160949707,0.8095939009661836,39241.375,530.3513107299805,,54140.98828125,672.6090240478516,0.7983757062146892,39,0.6142199039459229,True,"{'lr': 0.01, 'momentum': 0.1}",30,1069.0903441905975
49417.15625,654.6207160949707,0.8093674516908212,38504.80078125,530.3513107299805,,53266.65234375,672.6090240478516,0.7983757062146892,40,0.6413452625274658,True,"{'lr': 0.01, 'momentum': 0.1}",30,1069.0903441905975
48594.76171875,654.6207160949707,0.8091787439613527,37798.58203125,530.3513107299805,,52429.625,672.6090240478516,0.7981403013182674,41,0.6483216285705566,True,"{'lr': 0.01, 'momentum': 0.1}",30,1069.0903441905975
